product_id,product_name,category,price,cost,stock_quantity,reorder_level
218,Integrated directional workforce,Electronics,285.13,202.05,762,16
219,Exclusive client-server algorithm,Automotive,417.26,336.45,794,39
220,Balanced dynamic leverage,Beauty,113.41,55.07,256,96
221,Seamless zero administration archive,Home & Garden,315.98,254.85,661,15
222,Persevering intangible product,Books,395.36,164.08,373,26
223,Re-engineered content-based structure,Clothing,455.27,249.04,425,32
224,Total human-resource methodology,Sports,70.42,45.26,994,56
225,Open-architected dynamic circuit,Books,416.08,214.55,844,71
226,Streamlined system-worthy ability,Books,374.55,206.91,117,69
227,Versatile zero administration benchmark,Clothing,74.67,62.34,880,96
228,Vision-oriented interactive definition,Toys,483.80,368.69,374,21
229,Enhanced tangible model,Toys,11.89,7.63,465,57
230,Persistent actuating open architecture,Books,294.36,226.68,962,57
231,Fully-configurable bottom-line knowledgebase,Clothing,339.04,207.55,634,81
232,Devolved maximized secured line,Beauty,458.05,228.85,64,91
233,Progressive next generation policy,Automotive,455.15,243.95,418,24
234,Intuitive web-enabled intranet,Home & Garden,27.45,11.44,504,24
235,Seamless uniform middleware,Clothing,121.23,77.82,397,68
236,Optimized neutral knowledge user,Beauty,336.89,247.42,968,79
237,Diverse value-added leverage,Toys,295.73,214.99,906,63
238,Organized empowering system engine,Clothing,417.68,282.79,961,45
239,Fully-configurable scalable focus group,Electronics,346.69,172.57,455,40
240,Visionary zero-defect model,Beauty,54.18,38.39,557,92
241,Pre-emptive responsive encoding,Beauty,34.97,18.33,991,25
242,Grass-roots leadingedge archive,Automotive,50.38,24.96,654,86
243,Universal executive encoding,Electronics,30.04,16.52,128,82
244,Future-proofed full-range functionalities,Sports,38.96,29.00,212,85
245,Quality-focused attitude-oriented challenge,Sports,407.46,205.71,792,28
246,Distributed discrete info-mediaries,Electronics,142.25,119.89,133,79
247,Team-oriented coherent strategy,Books,400.26,179.90,887,13
248,Extended asymmetric instruction set,Home & Garden,12.36,9.34,243,85
249,Open-source full-range moratorium,Beauty,12.81,6.65,129,63
250,Persistent intangible approach,Clothing,374.10,229.81,796,56
251,Expanded intangible info-mediaries,Clothing,228.74,114.30,629,15
252,Visionary optimal standardization,Books,231.73,193.22,62,71
253,Ameliorated well-modulated orchestration,Toys,216.01,96.90,729,66
254,Multi-tiered mission-critical ability,Clothing,450.14,245.30,151,18
255,Multi-channeled exuding system engine,Home & Garden,141.13,96.66,561,51
256,Networked intangible monitoring,Toys,497.34,317.68,464,74
257,User-friendly user-facing moratorium,Toys,54.09,38.72,873,93
258,Robust directional matrix,Sports,217.88,174.23,423,53
259,Face-to-face encompassing Internet solution,Automotive,202.37,147.39,320,64
260,Pre-emptive 4thgeneration info-mediaries,Beauty,334.23,189.99,156,97
261,Mandatory static service-desk,Automotive,38.23,29.60,95,65
262,Open-architected uniform concept,Clothing,373.57,212.07,133,81
263,Persistent clear-thinking process improvement,Electronics,295.30,192.75,337,95
264,Public-key 4thgeneration infrastructure,Clothing,208.35,165.25,963,64
265,Reverse-engineered non-volatile protocol,Electronics,484.36,324.61,360,23
266,Assimilated attitude-oriented project,Sports,81.59,50.34,867,23
267,Optimized client-driven Local Area Network,Beauty,423.46,239.43,780,45
268,Enterprise-wide actuating firmware,Sports,404.57,315.69,997,89
269,Multi-tiered fresh-thinking data-warehouse,Electronics,306.45,213.30,710,44
270,Persevering fresh-thinking Graphical User Interface,Electronics,94.31,67.55,316,53
271,Virtual homogeneous focus group,Beauty,8.02,6.35,579,94
272,Versatile intangible extranet,Toys,39.44,28.93,995,13
273,Configurable methodical adapter,Clothing,374.33,185.97,429,68
274,User-friendly needs-based application,Beauty,82.92,44.80,332,82
275,Monitored directional projection,Clothing,442.25,207.86,772,89
276,Cloned zero-defect projection,Electronics,338.61,176.91,677,64
277,Balanced web-enabled algorithm,Automotive,305.50,179.14,220,75
278,Fully-configurable dedicated adapter,Clothing,175.86,79.12,694,96
279,Secured coherent encoding,Automotive,265.83,143.23,225,60
280,De-engineered methodical secured line,Electronics,8.81,4.72,216,27
281,Customizable non-volatile data-warehouse,Books,148.28,67.32,509,65
282,Persistent tangible extranet,Home & Garden,68.95,44.10,235,74
283,Visionary holistic concept,Beauty,40.68,32.05,43,65
284,Robust real-time synergy,Electronics,232.58,101.18,320,83
285,Universal bifurcated time-frame,Toys,288.83,207.75,427,47
286,Diverse fault-tolerant benchmark,Clothing,205.49,171.54,175,89
287,Reduced 4thgeneration function,Automotive,416.85,339.27,90,65
288,Re-engineered systematic implementation,Clothing,125.44,83.42,536,20
289,Object-based transitional customer loyalty,Toys,435.91,320.66,226,52
290,Compatible optimizing solution,Home & Garden,42.81,29.32,543,75
291,Self-enabling dynamic benchmark,Sports,453.43,252.66,744,92
292,Total zero administration framework,Home & Garden,121.95,56.82,202,32
293,Synergized radical workforce,Home & Garden,381.31,265.00,181,90
294,Decentralized non-volatile toolset,Automotive,234.66,153.39,593,67
295,Balanced grid-enabled monitoring,Beauty,432.80,295.28,154,66
296,Optimized stable hub,Clothing,237.12,162.22,815,45
297,Cloned motivating project,Electronics,179.21,77.67,472,67
298,Mandatory 24/7 instruction set,Electronics,33.16,25.67,78,92
299,Pre-emptive bi-directional Internet solution,Clothing,309.43,194.38,473,84
300,Multi-lateral scalable knowledgebase,Electronics,227.62,174.00,667,34
301,Triple-buffered coherent Internet solution,Beauty,304.48,190.49,980,17
302,Enhanced upward-trending model,Automotive,56.23,45.24,351,20
303,Streamlined encompassing pricing structure,Home & Garden,24.38,17.52,449,77
304,Public-key zero-defect matrices,Home & Garden,185.13,150.52,396,62
305,Persistent intermediate superstructure,Beauty,341.05,144.46,646,92
306,Reverse-engineered encompassing Graphic Interface,Beauty,37.63,16.65,694,59
307,Fully-configurable background focus group,Books,129.74,101.61,987,87
308,Organized dynamic system engine,Home & Garden,170.01,112.59,144,54
309,Persistent non-volatile pricing structure,Books,484.01,345.74,401,26
310,Synchronized homogeneous Graphical User Interface,Clothing,158.24,90.12,810,52
311,Assimilated modular Graphic Interface,Home & Garden,336.71,260.29,756,97
312,Enterprise-wide mobile data-warehouse,Clothing,324.78,191.79,370,12
313,Multi-channeled empowering Graphical User Interface,Beauty,157.89,130.74,349,72
314,Grass-roots radical standardization,Sports,117.14,54.11,79,47
315,Grass-roots next generation access,Clothing,256.31,164.78,756,77
316,Programmable content-based artificial intelligence,Electronics,332.65,264.25,632,26
317,Front-line uniform installation,Toys,81.36,39.17,709,89
318,Pre-emptive next generation task-force,Home & Garden,361.99,151.91,373,96
319,Front-line system-worthy leverage,Sports,484.95,327.23,770,67
320,Stand-alone transitional matrix,Sports,269.34,145.24,828,70
321,Organized 3rdgeneration array,Sports,187.08,154.57,451,69
322,Implemented directional initiative,Books,390.17,244.37,428,30
323,Team-oriented dynamic function,Sports,401.62,185.66,256,16
324,Switchable optimal hub,Automotive,437.69,284.30,105,76
325,Phased neutral moderator,Clothing,146.11,108.62,279,67
326,Monitored interactive synergy,Home & Garden,416.37,183.73,932,38
327,Reactive full-range help-desk,Automotive,442.89,362.60,424,16
328,Total logistical flexibility,Toys,253.49,128.29,83,57
329,Integrated eco-centric emulation,Sports,18.95,15.52,859,93
330,Decentralized uniform core,Beauty,396.73,183.26,293,70
331,Intuitive bottom-line synergy,Home & Garden,380.63,232.60,630,10
332,Public-key well-modulated solution,Clothing,14.41,7.16,153,80
333,Enterprise-wide content-based data-warehouse,Toys,60.04,31.80,308,25
334,User-centric mission-critical focus group,Electronics,123.03,84.59,637,68
335,Up-sized optimizing task-force,Clothing,59.87,48.33,611,78
336,Progressive radical forecast,Electronics,317.82,209.37,735,28
337,Cross-platform content-based frame,Books,217.47,147.15,246,83
338,Focused high-level conglomeration,Toys,97.72,68.47,536,56
339,Innovative 24/7 strategy,Clothing,476.93,307.54,805,74
340,Public-key clear-thinking focus group,Electronics,198.27,121.25,650,59
341,Balanced actuating neural-net,Beauty,130.56,53.18,807,18
342,Implemented tangible capacity,Beauty,124.36,86.52,106,84
343,Sharable web-enabled matrix,Beauty,71.04,39.68,346,92
344,Customer-focused 24/7 orchestration,Home & Garden,416.04,294.60,712,71
345,Horizontal methodical matrices,Home & Garden,406.69,174.22,794,68
346,Organic global contingency,Electronics,150.25,63.06,204,15
347,Business-focused eco-centric matrices,Beauty,467.02,295.12,834,79
348,Customizable asymmetric initiative,Automotive,130.39,96.36,195,46
349,Pre-emptive asynchronous orchestration,Beauty,431.76,181.99,671,52
350,Self-enabling systemic application,Books,66.62,37.68,910,61
351,Distributed coherent workforce,Automotive,447.85,257.06,997,33
352,Re-contextualized exuding artificial intelligence,Automotive,347.57,196.48,816,76
353,Fully-configurable bottom-line open architecture,Books,401.57,292.02,80,65
354,Virtual intangible portal,Home & Garden,275.01,149.76,81,51
355,Right-sized regional definition,Books,156.72,105.19,436,31
356,Vision-oriented multi-state implementation,Automotive,179.02,75.02,890,55
357,Organized leadingedge framework,Toys,140.90,118.50,970,17
358,Reverse-engineered interactive function,Clothing,337.24,196.54,525,96
359,Re-contextualized regional approach,Home & Garden,476.63,221.28,622,96
360,Seamless user-facing attitude,Automotive,22.23,9.56,797,92
361,Virtual demand-driven product,Beauty,184.26,152.43,33,87
362,Extended empowering protocol,Home & Garden,341.14,282.11,380,66
363,Configurable cohesive encoding,Clothing,289.09,184.51,407,50
364,Enhanced neutral archive,Books,128.56,57.99,753,33
365,Diverse 24hour installation,Automotive,261.28,211.92,120,43
366,Organized system-worthy policy,Books,353.50,175.53,626,46
367,Phased explicit alliance,Automotive,104.09,47.99,75,67
368,Focused executive strategy,Home & Garden,449.85,270.04,89,97
369,Horizontal tangible knowledgebase,Beauty,335.58,241.38,563,79
370,Compatible systemic emulation,Books,446.21,349.43,728,100
371,Fundamental zero tolerance utilization,Home & Garden,397.88,250.24,124,35
372,Self-enabling optimizing protocol,Home & Garden,122.18,76.03,369,80
373,Exclusive interactive budgetary management,Beauty,236.37,199.11,132,88
374,Quality-focused directional project,Clothing,37.55,21.75,734,71
375,Distributed encompassing circuit,Toys,385.74,297.21,75,26
376,Compatible analyzing concept,Beauty,322.96,194.58,696,76
377,Integrated radical synergy,Beauty,68.53,52.98,564,91
378,Re-contextualized executive intranet,Home & Garden,385.05,176.38,514,17
379,Decentralized maximized solution,Clothing,261.46,140.37,165,51
380,Innovative tangible initiative,Sports,176.28,145.15,916,46
381,Future-proofed motivating moratorium,Clothing,129.05,88.50,564,45
382,Proactive leadingedge artificial intelligence,Home & Garden,314.39,212.68,95,74
383,Right-sized 6thgeneration Internet solution,Home & Garden,297.95,197.03,175,94
384,User-centric fresh-thinking portal,Beauty,422.05,275.86,845,13
385,Function-based 4thgeneration array,Clothing,27.50,18.94,590,43
386,Focused systematic orchestration,Sports,384.64,225.96,654,13
387,Reverse-engineered 3rdgeneration task-force,Automotive,445.05,287.28,657,48
388,Synergistic encompassing orchestration,Automotive,126.21,96.34,415,48
389,Balanced well-modulated system engine,Automotive,41.12,17.56,450,63
390,Enhanced methodical model,Automotive,234.90,129.92,147,50
391,Streamlined leadingedge focus group,Beauty,368.43,290.08,998,61
392,Enterprise-wide optimal Internet solution,Home & Garden,381.53,241.03,108,50
393,Sharable mobile array,Sports,235.90,122.75,253,28
394,Phased grid-enabled installation,Clothing,30.05,24.80,884,88
395,Managed fresh-thinking secured line,Toys,127.89,100.95,163,51
396,Customer-focused cohesive groupware,Beauty,98.97,46.68,527,69
397,Open-source system-worthy methodology,Automotive,440.14,274.57,92,60
398,Horizontal stable initiative,Automotive,483.51,240.22,361,16
399,Virtual neutral alliance,Electronics,144.27,96.50,863,93
400,Persevering background functionalities,Automotive,146.45,59.12,110,65
401,Function-based fresh-thinking budgetary management,Home & Garden,441.82,321.37,782,61
402,Visionary impactful migration,Beauty,27.39,11.59,575,34
403,Adaptive stable moratorium,Beauty,278.85,120.77,516,67
404,Persistent incremental application,Books,413.53,281.39,625,25
405,Ergonomic multi-state hierarchy,Home & Garden,487.67,281.51,813,53
406,Secured web-enabled methodology,Beauty,378.71,185.41,521,61
407,Self-enabling leadingedge task-force,Electronics,27.43,12.66,341,70
408,Business-focused demand-driven flexibility,Automotive,78.73,63.13,143,51
409,Reactive clear-thinking forecast,Beauty,85.44,72.26,757,48
410,Organic tangible matrix,Beauty,256.12,161.19,501,100
411,Decentralized 4thgeneration product,Books,240.07,97.83,339,96
412,Robust disintermediate strategy,Clothing,490.05,324.74,815,98
413,Diverse fault-tolerant neural-net,Electronics,300.47,156.09,671,84
414,Advanced neutral installation,Sports,362.09,239.92,174,77
415,Cross-group directional budgetary management,Toys,78.15,55.20,32,83
416,Persistent bottom-line project,Clothing,99.44,59.51,428,29
417,Distributed modular structure,Toys,346.80,202.76,793,88
418,Implemented multimedia strategy,Automotive,437.04,319.53,63,100
419,Future-proofed intangible matrices,Home & Garden,261.75,170.77,678,71
420,Phased dynamic knowledgebase,Toys,160.31,76.62,934,78
421,Reactive client-server info-mediaries,Beauty,275.41,193.93,888,97
422,Ergonomic radical migration,Books,306.99,149.36,252,45
423,User-friendly client-driven architecture,Books,116.31,97.45,304,46
424,Grass-roots zero administration utilization,Sports,346.67,214.95,491,54
425,Operative global toolset,Books,147.46,97.04,556,58
426,Profit-focused encompassing ability,Toys,410.10,340.21,823,28
427,Horizontal uniform framework,Books,25.82,21.43,80,54
428,Reverse-engineered optimal protocol,Automotive,329.71,242.77,219,35
429,Pre-emptive coherent knowledge user,Books,466.85,332.99,140,23
430,Public-key mission-critical hardware,Sports,125.02,87.69,543,38
431,Managed neutral task-force,Sports,30.98,18.15,734,70
432,Quality-focused homogeneous knowledgebase,Clothing,342.19,158.04,987,80
433,Inverse content-based standardization,Home & Garden,206.42,169.42,899,70
434,Front-line object-oriented info-mediaries,Automotive,327.02,242.05,294,51
435,Focused zero-defect installation,Books,324.72,262.56,91,93
436,Balanced foreground synergy,Sports,269.90,195.79,959,14
437,Phased tertiary workforce,Home & Garden,211.85,164.59,956,14
438,Multi-tiered human-resource protocol,Toys,395.04,191.14,766,47
439,Streamlined coherent methodology,Electronics,9.59,6.29,109,52
440,Automated clear-thinking middleware,Books,229.90,158.31,536,73
441,Reverse-engineered full-range attitude,Home & Garden,426.27,260.28,197,24
442,Organic bandwidth-monitored moderator,Beauty,85.43,51.81,263,33
443,Persevering 24/7 success,Electronics,369.63,279.38,581,96
